STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,YEAR_POPES_SUB_006,Year at 30 June,SEX_POPES_SUB_006,Sex,AGE_POPES_SUB_006,Age,AREA_POPES_SUB_006,Area,OBS_VALUE,Observation value
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,351600,,420,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,351700,,230,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,351801,,280,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,351901,,240,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,352000,,150,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,352100,,360,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,352200,,80,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,352300,,400,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,352400,,30,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,352500,,300,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,352600,,450,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,352701,,200,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,352800,,60,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,352900,,140,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,353000,,220,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,353100,,40,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,353200,,20,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,353300,,490,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,353400,,100,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,353500,,450,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,353600,,290,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,353701,,0,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,353800,,150,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,353900,,100,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,354000,,290,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,354100,,330,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,354200,,320,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,354300,,10,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,354400,,320,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,354500,,430,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,354600,,220,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,354701,,320,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,354800,,400,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,354901,,460,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,355000,,260,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,355100,,190,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,355200,,520,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,355300,,270,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,355400,,350,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,355500,,360,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,355600,,470,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,355700,,380,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,355800,,500,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,355900,,200,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,356000,,290,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,356100,,350,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,356200,,360,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,356300,,220,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,356400,,410,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,356500,,460,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,356600,,310,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,356700,,90,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,356800,,210,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,356900,,0,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,357000,,0,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,357100,,0,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,357200,,0,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,357300,,150,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,357400,,0,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,357501,,510,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,357601,,110,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,357700,,260,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,357800,,0,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,357900,,410,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,358000,,300,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,358100,,350,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,358200,,300,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,358300,,410,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,358400,,670,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,358500,,270,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,358600,,440,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,358700,,260,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,358801,,240,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,358900,,230,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,359000,,250,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,359100,,520,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,359201,,0,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,359300,,60,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,359400,,270,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,359500,,400,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,359600,,330,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,359700,,280,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,359800,,270,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,359900,,460,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,360000,,320,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,360100,,20,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,360200,,140,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,360300,,110,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,360400,,330,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,360500,,310,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,360601,,660,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,360701,,580,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,360801,,200,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,360900,,680,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,361000,,140,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,361100,,430,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,361201,,420,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,361300,,250,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,361501,,550,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,361502,,380,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,361601,,440,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,361701,,730,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,361800,,0,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,361900,,310,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,362001,,340,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,362100,,410,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,362201,,350,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,362301,,290,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,362401,,390,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,362402,,200,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,362501,,790,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,362601,,490,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,362901,,450,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,363001,,420,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,363100,,120,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,363201,,0,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,363301,,280,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,363400,,0,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,363500,,0,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",AGE0014,0-14 Years,363600,,0,
